"Param
Id","TCD
ID","Size/
16 Bit","Group Label
Long","Param. Label
Long","Group
SOLED","Label
SOLED","Group Label
Short","Param. Label
Short","Shape
GUI","Position
GUI","Inactive
CP","Bipolar
No/Yes","Button
Id",MC,Prio,Scaling Type,DV = f(CP),"Factor
CP to DV","DisplayValue
Range","Default
(DV)","Default
(CP)",Round,"Main
Unit","Mod
Unit","Mod Amt (+/-)
u. Stepsize fine","Stepsize/CP
coarse","Stepsize/CP
fine","Unclipped (16 Bit)
TCD_RAW Range","Clipped (14 Bit)
TCD_RAW Range","Factor
CP to TCD",Render Cell,Target,Comment,Parameter Info,
291,,1,,Ribbon 2 to Ⓑ,,,,Rib 2 to Ⓑ,,2.7,,Y,,NA,1,LINEAR_BIPOLAR_100_PERCENT,lin,100,-100...100,0,0.0,0.1,%,NA,,1/100,1/1000,NA,-8000 ... 8000,8000,-,TG - MCs,,"Determines the influence of Ribbon 2 on Macro Control B.
If the ribbon is set to a returning mode, the amount can be adjusted continuously, otherwise it will be switch-like.
Continuous amounts can be set [in percent] and can cover the whole range of the Macro Control in both directions (-100 ... 100 %).",
292,,1,,Ribbon 2 to Ⓒ,,,,Rib 2 to Ⓒ,,3.7,,Y,,NA,1,LINEAR_BIPOLAR_100_PERCENT,lin,100,-100...100,0,0.0,0.1,%,NA,,1/100,1/1000,NA,-8000 ... 8000,8000,-,TG - MCs,,"Determines the influence of Ribbon 2 on Macro Control C.
If the ribbon is set to a returning mode, the amount can be adjusted continuously, otherwise it will be switch-like.
Continuous amounts can be set [in percent] and can cover the whole range of the Macro Control in both directions (-100 ... 100 %).",
293,,1,,Ribbon 2 to Ⓓ,,,,Rib 2 to Ⓓ,,4.7,,Y,,NA,1,LINEAR_BIPOLAR_100_PERCENT,lin,100,-100...100,0,0.0,0.1,%,NA,,1/100,1/1000,NA,-8000 ... 8000,8000,-,TG - MCs,,"Determines the influence of Ribbon 2 on Macro Control D.
If the ribbon is set to a returning mode, the amount can be adjusted continuously, otherwise it will be switch-like.
Continuous amounts can be set [in percent] and can cover the whole range of the Macro Control in both directions (-100 ... 100 %).",
294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,1,(Envelope A),Attack Curve,(Env A),Att Curve,(Envelope A),Curve,Small Knob,0.2,,Y,0.2,N,2,LINEAR_BIPOLAR_100_PERCENT,lin,100,-100...100,0,0.0,0.1,%,NA,,1/100,1/1000,NA,-8 000 ... 8 000,8000,-,TG - Env A,,"Curvature of the (polynomial) Attack segment.
(negative: decelerating slope, zero: linear, positive: accelerating slope)",
295,,1,(Envelope B),Attack Curve,(Env B),Att Curve,(Envelope B),Curve,Small Knob,0.2,,Y,3.2,N,2,LINEAR_BIPOLAR_100_PERCENT,lin,100,-100...100,0,0.0,0.1,%,NA,,1/100,1/1000,NA,-8 000 ... 8 000,8000,-,TG - Env B,,"Curvature of the (polynomial) Attack segment.
(negative: decelerating slope, zero: linear, positive: accelerating slope)",
296,,1,(Envelope C),Attack Curve,(Env C),Att Curve,(Envelope C),Curve,Small Knob,0.2,,Y,1.2,N,2,LINEAR_BIPOLAR_100_PERCENT,lin,100,-100...100,0,0.0,0.1,%,NA,,1/100,1/1000,NA,-8 000 ... 8 000,8000,-,TG - Env C,,"Curvature of the (polynomial) Attack segment.
(negative: decelerating slope, zero: linear, positive: accelerating slope)",
297,,2,(Envelope C),Sustain Level,(Env C),Sustain,(Envelope C),Sustain,Big Knob,4.0,0,Y,9.1,Y,1,LINEAR_BIPOLAR_100_PERCENT,lin,100,-100...100,0,0.0,0.1,%,%,200 (1/2000),1/100,1/1000,-24000 ... 24000,-8 000 ... 8 000,8000,-,TG - Env C,,"Sustain level (bipolar, target of the second Decay segment).",
299,84,2,(Feedback Mixer),Level,(FB),Level,(FB Mixer),Level,Vert. Slider,6.0,,Y,68.0,Y,1,PARABOLIC_GAIN_DB,20*log10(4*CP^2),NA,-inf...12,-4.77,0.38,3 St.,dB,%,,1/100,1/1000,-16000 ... 32000,0 ... 16 000,16000,lin,direct,,Level of the (global) Feedback mix [in dB].,
301,,1,(Oscillator A),Phase,(Osc A),Phase,(Oscillator A),Phase,Small Knob,1.2,0,Y,32,N,1,LINEAR_BIPOLAR_180_DEG,lin,180,-180...180,0,0.0,0.1,deg,NA,,1/90,1/1800,NA,-7 200 ... 7 200,7200,-,TG - Poly,,Start phase [in degrees]. The Oscillator will be set to this phase position with each Note-On.,
302,,1,(Oscillator B),Phase,(Osc B),Phase,(Oscillator B),Phase,Small Knob,1.2,0,Y,35,N,1,LINEAR_BIPOLAR_180_DEG,lin,180,-180...180,0,0.0,0.1,deg,NA,,1/90,1/1800,NA,-7 200 ... 7 200,7200,-,TG - Poly,,Start phase [in degrees]. The Oscillator will be set to this phase position with each Note-On.,
303,15,1,(Oscillator A),Chirp,(Osc A),Chirp,(Oscillator A),Chirp,Small Knob,4.2,,N,44.2,N,1,LINEAR_80_140_ST,lin,60,80...140,120,40/60,0.1,st,NA,,1/60,1/600,NA,0 ... 12000,12000,lin,direct,,"Cutoff [in semitones] of the lowpass in the phase modulation signal path that can be applied to reduce the level and frequency of ""chirping"" appearing at higher amounts of self modulation, cross-feedback through the other oscillator, or global feedback.",
304,38,1,(Oscillator B),Chirp,(Osc B),Chirp,(Oscillator B),Chirp,Small Knob,4.2,,N,47.2,N,1,LINEAR_80_140_ST,lin,60,80...140,120,40/60,0.1,st,NA,,1/60,1/600,NA,0 ... 12000,12000,lin,direct,,"Cutoff [in semitones] of the lowpass in the phase modulation signal path that can be applied to reduce the level and frequency of ""chirping"" appearing at higher amounts of self modulation, cross-feedback through the other oscillator, or global feedback.",
305,62,2,(Comb Filter),Decay - Gate,(Comb),Gate,(Comb Filter),Gate,Hor. Slider,2.0,,N,57.2,Y,2,LINEAR_100_PERCENT,lin,100,0...100,0,0.0,0.1,%,%,,1/100,1/1000,NA,0 ... 16 000,16000,E - 0,direct,Id => 305 !!,"Amount of gating applied to the decay time. It reduces the decay time when the key is released (Note-off).
0.0 % same decay time in the release phase
100.0 %: the decay time is set to zero at the release of the key",
307,121,1,(Flanger),Envelope,,,(Flanger),Envelope,Small Knob,1.0,0,N,77.0,N,1,LINEAR_100_PERCENT,lin,100,0...100,0,0.0,0.1,%,%,,1/100,1/1000,NA,0 ... 16 000,16000,,direct,,Crossfades between the signals of the LFO and the envelope as modulation sources for the delay times and the allpass center frequencies.,
308,122,2,(Flanger),Allpass Mod,,,(Flanger),AP Mod,Big Knob,4.0,,Y,85.0,Y,1,LINEAR_BIPOLAR_100_PERCENT,lin,100,-100...100,0,0.0,0.1,%,NA,,1/100,1/1000,NA,-8 000 ... 8 000,8000,,direct,,Relative amount of the modulation of the allpass center frequencies by the LFO and/or the envelope. The allpass creates the effect of a phaser.,
310,123,2,(Flanger),Allpass Tune,,,(Flanger),AP Tune,Big Knob,5.0,,N,85.1,Y,1,LINEAR_0_140_ST,lin,140,0...140,140,1.0,0.1,st,st,140 (1/1400) ,1/140,1/1400,-14000 ... 28000,0 ... 14 000,14000,,direct,,"Mean center frequency of the 4-pole allpass filters which are in series with the delays.
Their frequency-dependant phase shifts can create a ""Phaser"" effect. The phase shift is minimized by setting this control to its maximum.
When the time of the flanger is set to zero, the allpass becomes the dominant part.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,,1,Scale,Base Key,,,Scale,Base Key,Hor. Slider,0.0,,N,,N,2,LINEAR_12_KEYS,lin,[12],C ... B,C,0.0,1.0,NA,NA,,1/12,NA,,,,,,,Sets the base key for the custom scale. The scale is defined for the eleven keys above the base key and will be applied to all octaves accordingly.,
313,,1,,Offset +1,,,,Offset +1,Hor. Slider,1.0,,Y,,N,2,LINEAR_BIPOLAR_800_CENT,lin,800,-800...800,0,0.0,0.1,ct,NA,,1/1600,1/16000,,,,,,,"Offset of the first key following the base key [in cents]. At zero, the interval to the base key would be the minor second of the equally tempered scale.",
314,,1,,Offset +2,,,,Offset +2,Hor. Slider,2.0,,Y,,N,2,LINEAR_BIPOLAR_800_CENT,lin,800,-800...800,0,0.0,0.1,ct,NA,,1/1600,1/16000,,,,,,,"Offset of the second key following the base key [in cents]. At zero, the interval to the base key would be the major second of the equally tempered scale.",
315,,1,,Offset +3,,,,Offset +3,Hor. Slider,3.0,,Y,,N,2,LINEAR_BIPOLAR_800_CENT,lin,800,-800...800,0,0.0,0.1,ct,NA,,1/1600,1/16000,,,,,,,"Offset of the third key following the base key [in cents]. At zero, the interval to the base key would be the minor third of the equally tempered scale.",
316,,1,,Offset +4,,,,Offset +4,Hor. Slider,0.1,,Y,,N,2,LINEAR_BIPOLAR_800_CENT,lin,800,-800...800,0,0.0,0.1,ct,NA,,1/1600,1/16000,,,,,,,"Offset of the fourth key following the base key [in cents]. At zero, the interval to the base key would be the major third of the equally tempered scale.",
317,,1,,Offset +5,,,,Offset +5,Hor. Slider,1.1,,Y,,N,2,LINEAR_BIPOLAR_800_CENT,lin,800,-800...800,0,0.0,0.1,ct,NA,,1/1600,1/16000,,,,,,,"Offset of the fifth key following the base key [in cents]. At zero, the interval to the base key  would be the fourth of the equally tempered scale.",
318,,1,,Offset +6,,,,Offset +6,Hor. Slider,2.1,,Y,,N,2,LINEAR_BIPOLAR_800_CENT,lin,800,-800...800,0,0.0,0.1,ct,NA,,1/1600,1/16000,,,,,,,"Offset of the sixth key following the base key [in cents]. At zero, the interval to the base key would be the tritone of the equally tempered scale.",
319,,1,,Offset +7,,,,Offset +7,Hor. Slider,3.1,,Y,,N,2,LINEAR_BIPOLAR_800_CENT,lin,800,-800...800,0,0.0,0.1,ct,NA,,1/1600,1/16000,,,,,,,"Offset of the seventh key following the base key [in cents]. At zero,the interval to the base key would be the fifth of the equally tempered scale.",
320,,1,,Offset +8,,,,Offset +8,Hor. Slider,0.2,,Y,,N,2,LINEAR_BIPOLAR_800_CENT,lin,800,-800...800,0,0.0,0.1,ct,NA,,1/1600,1/16000,,,,,,,"Offset of the eighth key following the base key [in cents]. At zero, the interval to the base key would be the minor sixth of the equally tempered scale.",
321,,1,,Offset +9,,,,Offset +9,Hor. Slider,1.2,,Y,,N,2,LINEAR_BIPOLAR_800_CENT,lin,800,-800...800,0,0.0,0.1,ct,NA,,1/1600,1/16000,,,,,,,"Offset of the ninth key following the base key [in cents]. At zero, the interval to the base key would be the major sixth of the equally tempered scale.",
322,,1,,Offset +10,,,,Offset +10,Hor. Slider,1.3,,Y,,N,2,LINEAR_BIPOLAR_800_CENT,lin,800,-800...800,0,0.0,0.1,ct,NA,,1/1600,1/16000,,,,,,,"Offset of the tenth key following the base key [in cents]. At zero, the interval to the base key would be the minor seventh of the equally tempered scale.",
323,,1,,Offset +11,,,,Offset +11,Hor. Slider,1.4,,Y,,N,2,LINEAR_BIPOLAR_800_CENT,lin,800,-800...800,0,0.0,0.1,ct,NA,,1/1600,1/16000,,,,,,,"Offset of the eleventh key following the base key [in cents]. At zero, the interval to the base key would be the major seventh of the equally tempered scale.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,1,(Macro Control),Ⓐ Smoothing,,,(Macro Control),Smoothing,Hor. Slider,0.1,,N,,N,2,ENVELOPE_TIME_MS,exp,NA,0 ... 16 000,12.1,0.4,3 St.,ms,NA,,1/100,1/1000,,,,,,,"Sets the smoothing time [in milliseconds] for modulations on target parameters assigned to Macro Control A. At zero, assigned target parameters will follow the Macro Control immediately.",
325,,1,,Ⓑ Smoothing,,,,Smoothing,Hor. Slider,1.1,,N,,N,2,ENVELOPE_TIME_MS,exp,NA,0 ... 16 000,12.1,0.4,3 St.,ms,NA,,1/100,1/1000,,,,,,,"Sets the smoothing time [in milliseconds] for modulations on target parameters assigned to Macro Control B. At zero, assigned target parameters will follow the Macro Control immediately.",
326,,1,,Ⓒ Smoothing,,,,Smoothing,Hor. Slider,2.1,,N,,N,2,ENVELOPE_TIME_MS,exp,NA,0 ... 16 000,12.1,0.4,3 St.,ms,NA,,1/100,1/1000,,,,,,,"Sets the smoothing time [in milliseconds] for modulations on target parameters assigned to Macro Control C. At zero, assigned target parameters will follow the Macro Control immediately.",
327,,1,,Ⓓ Smoothing,,,,Smoothing,Hor. Slider,3.1,,N,,N,2,ENVELOPE_TIME_MS,exp,NA,0 ... 16 000,12.1,0.4,3 St.,ms,NA,,1/100,1/1000,,,,,,,"Sets the smoothing time [in milliseconds] for modulations on target parameters assigned to Macro Control D. At zero, assigned target parameters will follow the Macro Control immediately.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MC-Amount,...,,,,,,,,Y,,NA,,LINEAR_BIPOLAR_100_PERCENT,lin,100,-100...100,0,0.0,0.1,%,NA,,1/100,1/1000,NA,-8 000 ... 8 000,8000,,,2 + sign + 13 Bit,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Bit für MC Select,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(8192 = kein MC),,
328,,UI Parameters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
